discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[24.5, 0, 0]",0,1,Bán,38000,HD.661950.2403.0011,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.661950.2403.0011,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,74500,HD.661950.2403.0011,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,42000,HD.661950.2403.0011,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.661950.2403.0011,VL110302,"[391845, 519000, 519000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,15000,HD.675800.2403.0010,SV221303,"[22650, 30000, 30000]",2,Bánh,0.0833333333333333
"[20, 0, 0]",0,1,Bán,36000,HD.675800.2403.0010,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.675800.2403.0010,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.675800.2403.0010,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,37000,HD.675800.2403.0010,VL110717,"[27935, 37000, 37000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,10500,HD.271500.2403.0052,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,107000,HD.271500.2403.0053,0319B,"[80785, 107000, 107000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,15000,HD.276700.2403.0025,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,24000,HD.276700.2403.0025,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.277800.2403.0028,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,60000,HD.293880.2403.0004,0707B,"[362400, 480000, 480000]",8,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,173000,HD.294730.2403.0002,BTCBNG0302,"[522460, 692000, 692000]",4,Combo,1.0
"[24.5, 0, 0]",0,1,Bán,24000,HD.294730.2403.0002,LX220110,"[108720, 144000, 144000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,33000,HD.294730.2403.0002,HS110101,"[24915, 33000, 33000]",1,Hộp,0.0208333333333333
"[24.5, 0, 0]",0,1,Bán,48000,HD.294730.2403.0002,HS110102,"[108720, 144000, 144000]",3,Vỉ,0.0625
"[24.5, 0, 0]",0,1,Bán,129000,HD.294730.2403.0002,ING010201,"[97395, 129000, 129000]",1,Chai,0.25
"[15, 0, 0]",0,1,Bán,63000,HD.294730.2403.0002,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[15, 0, 0]",0,1,Bán,113400,HD.294730.2403.0002,DAUAN1014,"[578340, 680400, 680400]",6,Chai,1.0
"[20, 0, 0]",0,1,Bán,25700,HD.294730.2403.0002,MALAY030101,"[226160, 282700, 282700]",11,Lon,0.4583333333333333
"[20, 0, 0]",0,1,Bán,15800,HD.294730.2403.0002,MBC030502,"[252800, 316000, 316000]",20,Gói,0.6666666666666666
"[20, 0, 0]",0,1,Bán,9900,HD.294730.2403.0002,MBC030501,"[158400, 198000, 198000]",20,Gói,0.4
"[24.5, 0, 0]",0,1,Bán,11000,HD.294730.2403.0002,VL110401,"[83050, 110000, 110000]",10,Gói,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.294730.2403.0002,LX220106,"[190260, 252000, 252000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,39000,HD.294730.2403.0002,RTTT1101,"[176670, 234000, 234000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,109000,HD.294730.2403.0002,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.294730.2403.0002,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,194000,HD.294730.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.294730.2403.0002,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,60000,HD.294730.2403.0002,0707B,"[271800, 360000, 360000]",6,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,133000,HD.294730.2403.0002,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.294730.2403.0002,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[20, 0, 0]",0,1,Bán,24600,HD.294730.2403.0002,TCTC002001,"[59040, 73800, 73800]",3,Đôi,0.25
"[20, 0, 0]",0,1,Bán,22600,HD.294730.2403.0002,TCTC003001,"[36160, 45200, 45200]",2,Đôi,0.1666666666666666
"[20, 0, 0]",0,1,Bán,14500,HD.294730.2403.0002,BTCL004001,"[23200, 29000, 29000]",2,Cái,0.1333333333333333
"[20, 0, 0]",0,1,Bán,50100,HD.294730.2403.0002,HV221905,"[200400, 250500, 250500]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,32500,HD.294730.2403.0002,ICK021602,"[122687.5, 162500, 162500]",5,Tuýp,0.2083333333333333
"[15, 0, 0]",0,1,Bán,19500,HD.294730.2403.0002,KHANKR2,"[116025, 136500, 136500]",7,Gói,0.14
"[24.5, 0, 0]",0,1,Bán,15000,HD.294730.2403.0002,SV221303,"[113250, 150000, 150000]",10,Bánh,0.4166666666666667
"[20, 0, 0]",0,1,Bán,24500,HD.294730.2403.0002,BTCL007002,"[39200, 49000, 49000]",2,Cái,0.2
"[20, 0, 0]",0,1,Bán,15800,HD.294750.2403.0001,MBC030502,"[113760, 142200, 142200]",9,Gói,0.3
"[20, 0, 0]",0,1,Bán,3450,HD.294750.2403.0001,BOTCANH02,"[13800, 17250, 17250]",5,Gói,0.1
"[15, 0, 0]",0,1,Bán,63000,HD.294750.2403.0001,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,11000,HD.294750.2403.0001,VL110401,"[8305, 11000, 11000]",1,Gói,0.025
"[24.5, 0, 0]",0,1,Bán,39000,HD.294750.2403.0001,RTTT1101,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.294750.2403.0001,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.294750.2403.0001,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,60000,HD.294750.2403.0001,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[20, 0, 0]",0,1,Bán,25700,HD.294750.2403.0001,MALAY030101,"[61680, 77100, 77100]",3,Lon,0.125
"[24.5, 0, 0]",0,1,Bán,15000,HD.294750.2403.0001,SV221303,"[33975, 45000, 45000]",3,Bánh,0.125
"[20, 0, 0]",0,1,Bán,36000,HD.294750.2403.0001,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,32500,HD.294750.2403.0001,ICK021602,"[73612.5, 97500, 97500]",3,Tuýp,0.125
"[24.5, 0, 0]",0,1,Bán,30000,HD.294750.2403.0001,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,38000,HD.294750.2403.0001,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.294750.2403.0001,0318B,"[480180, 636000, 636000]",4,Can,1.0
