discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[1.5152, 0, 0]",0,1,Bán,66000,HD.006381.2306.0001,DAUR025001,"[2144998.9440000006, 2178000, 2178000]",33,Chai,2.2
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636680.2306.0001,DAUR025001,"[1169999.424, 1188000, 1188000]",18,Chai,1.2
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636661.2306.0001,DAUR025001,"[519999.74400000006, 528000, 528000]",8,Chai,0.53
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636710.2306.0001,DAUR025001,"[1299999.36, 1320000, 1320000]",20,Chai,1.33
"[1.5152, 0, 0]",0,1,Bán,66000,HD.638101.2306.0001,DAUR025001,"[129999.93600000002, 132000, 132000]",2,Chai,0.13
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636732.2306.0001,DAUR025001,"[584999.712, 594000, 594000]",9,Chai,0.6
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636750.2306.0001,DAUR025001,"[1754999.1360000002, 1782000, 1782000]",27,Chai,1.8
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636730.2306.0001,DAUR025001,"[1364999.3280000002, 1386000, 1386000]",21,Chai,1.4
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636790.2306.0001,DAUR025001,"[259999.87200000003, 264000, 264000]",4,Chai,0.27
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636760.2306.0001,DAUR025001,"[1039999.4880000001, 1056000, 1056000]",16,Chai,1.07
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637170.2306.0001,DAUR025001,"[519999.74400000006, 528000, 528000]",8,Chai,0.53
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637080.2306.0001,DAUR025001,"[129999.93600000002, 132000, 132000]",2,Chai,0.13
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637513.2306.0001,DAUR025001,"[974999.5200000001, 990000, 990000]",15,Chai,1.0
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637516.2306.0001,DAUR025001,"[974999.5200000001, 990000, 990000]",15,Chai,1.0
"[1.5152, 0, 0]",0,1,Bán,66000,HD.006374.VPH.2306.0001,DAUR025001,"[1494999.2640000002, 1518000, 1518000]",23,Chai,1.53
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637420.2306.0001,DAUR025001,"[259999.87200000003, 264000, 264000]",4,Chai,0.27
"[1.5152, 0, 0]",0,1,Bán,66000,HD.637490.2306.0001,DAUR025001,"[259999.87200000003, 264000, 264000]",4,Chai,0.27
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636100.2306.0001,DAUR025001,"[1104999.456, 1122000, 1122000]",17,Chai,1.13
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636040.2306.0001,DAUR025001,"[1039999.4880000001, 1056000, 1056000]",16,Chai,1.07
"[1.5152, 0, 0]",0,1,Bán,66000,HD.636020.2306.0001,DAUR025001,"[324999.84, 330000, 330000]",5,Chai,0.33
"[1.5152, 0, 0]",0,1,Bán,66000,HD.006370.VPH.2306.0001,DAUR025001,"[259999.87200000003, 264000, 264000]",4,Chai,0.27
"[1.5152, 0, 0]",0,1,Bán,58800,HD.632330.2306.0001,DAUR025001,"[579090.6240000001, 588000, 588000]",10,Chai,0.67
"[1.5152, 0, 0]",0,1,Bán,58800,HD.632260.2306.0001,DAUR025001,"[868635.9360000001, 882000, 882000]",15,Chai,1.0
